詞條,定義,反義詞
母,除了人以外具有生產後代能力的動物。,雄
母,除了人以外具有生產後代能力的動物。,雄
母,除了人以外具有生產後代能力的動物。,公
母,成對物品中具有相對的雌性特徵，多半是體型較小或外表缺乏凸出物。,公
母,成對物品中具有相對的雌性特徵，多半是體型較小或外表缺乏凸出物。,雄
母,成對物品中具有相對的雌性特徵，多半是體型較小或外表缺乏凸出物。,陽
母,成對物品中具有相對的雌性特徵，多半是體型較小或外表缺乏凸出物。,雄
母,成對物品中具有相對的雌性特徵，多半是體型較小或外表缺乏凸出物。,公
母,成對物品中具有相對的雌性特徵，多半是體型較小或外表缺乏凸出物。,陽
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,阿
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,父
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,父親
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爸爸
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爹
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,老子
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爸
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,老
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爺
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爸爸
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爸
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,父
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,老子
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,父親
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爹
母親,子女對生育自己的女子的指稱，或指在家庭關係中扮演母親角色的女子。,爺
母親,有子女的女子。,爸
母親,有子女的女子。,父
母親,有子女的女子。,爸爸
母親,有子女的女子。,爹
母親,有子女的女子。,父親
母親,有子女的女子。,父
母親,有子女的女子。,爸
母親,有子女的女子。,爸爸
母親,有子女的女子。,爹
母親,有子女的女子。,父親
毛,表概略地。,細
毛,表概略地。,細
民營,形容非政府擁有或經營的。,公營
水,表以水為工具。,乾
水,表以水為工具。,乾
水,形容人或物的外表好看使觀者感到愉悅而讚賞的。,醜
水,形容人或物的外表好看使觀者感到愉悅而讚賞的。,陋
水,形容人或物的外表好看使觀者感到愉悅而讚賞的。,醜
水,形容人或物的外表好看使觀者感到愉悅而讚賞的。,陋
汙,形容有污垢雜質的。,清潔
汙,形容有污垢雜質的。,清潔
汙,形容有污垢雜質的。,乾淨
汙,形容有污垢雜質的。,乾淨
汙,形容有污垢雜質的。,淨
汙,形容有污垢雜質的。,潔
汙,形容比喻沒有公理正義。,乾淨
汙,形容比喻沒有公理正義。,乾淨
污,形容有污垢雜質的。,清潔
污,形容有污垢雜質的。,清潔
污,形容有污垢雜質的。,乾淨
污,形容有污垢雜質的。,乾淨
污,形容有污垢雜質的。,淨
污,形容有污垢雜質的。,潔
污,形容比喻沒有公理正義。,乾淨
污,形容比喻沒有公理正義。,乾淨
沈,形容因比重大於所在流體而往下降。,浮
沈,形容因比重大於所在流體而往下降。,浮
沈,形容重量大。,輕
沈,形容重量大。,輕
沉,形容因比重大於所在流體而往下降。,浮
沉,形容因比重大於所在流體而往下降。,浮
沉,形容重量大。,輕
沉,形容重量大。,輕
沒,不擁有後述對象。,有
沒,不擁有後述對象。,持有
沒,不擁有後述對象。,保有
沒,不擁有後述對象。,占有
沒,不擁有後述對象。,持
沒,不擁有後述對象。,持有
沒,不擁有後述對象。,保有
沒,不擁有後述對象。,保有
沒,不擁有後述對象。,持有
沒,不擁有後述對象。,有
沒,不擁有後述對象。,占有
沒,不擁有後述對象。,持
沒,後述對象不存在。,有
沒,後述對象不存在。,存有
沒,後述對象不存在。,有
沒,後述對象不存在。,存有
沒,未達一定的數量。,有
沒,未達一定的數量。,有
沒,表未達後述的程度。,有
沒,表未達後述的程度。,有
沒,表否定事件的發生。,有
沒,表否定事件的發生。,有
沒有,不擁有後述對象。,有
沒有,不擁有後述對象。,持有
沒有,不擁有後述對象。,保有
沒有,不擁有後述對象。,占有
沒有,不擁有後述對象。,持
沒有,不擁有後述對象。,持有
沒有,不擁有後述對象。,保有
沒有,不擁有後述對象。,保有
沒有,不擁有後述對象。,持有
沒有,不擁有後述對象。,有
沒有,不擁有後述對象。,占有
沒有,不擁有後述對象。,持
沒有,後述對象不存在。,有
沒有,後述對象不存在。,存有
沒有,後述對象不存在。,有
沒有,後述對象不存在。,存有
沒有,未達後述的數量。,有
沒有,未達後述的數量。,有
沒有,表未達後述的程度。,有
沒有,表未達後述的程度。,有
沒有,表否定事件的發生。,有
沒有,表否定事件的發生。,有
注重,看重並強調後述對象。,輕
注重,看重並強調後述對象。,薄
注重,看重並強調後述對象。,薄
注重,看重並強調後述對象。,輕
洋,自己國家以外的其他國家。,國內
洋,自己國家以外的其他國家。,土
洋,自己國家以外的其他國家。,土
洋,形容非說話者所屬的國家所出產的。,土
洋,形容非說話者所屬的國家所出產的。,國內
洋,形容非說話者所屬的國家所出產的。,國產
洋,形容非說話者所屬的國家所出產的。,國產
洋,形容非說話者所屬的國家所出產的。,土
洋,形容非說話者所屬的國家所出產的。,國內
洩,比喻透露不該讓他人知道的事。,祕
洩,比喻透露不該讓他人知道的事。,祕
活,形容有生命的。,死
活,形容有生命的。,死
活,形容生命持續。,死掉
活,形容生命持續。,死
活,形容生命持續。,死亡
活,形容生命持續。,掛
活,形容生命持續。,逝
活,形容生命持續。,過去
活,形容生命持續。,亡
活,形容生命持續。,走
活,形容生命持續。,去
活,形容生命持續。,弱
活,形容生命持續。,回去
活,形容生命持續。,歿
活,形容生命持續。,斃
活,形容生命持續。,離去
活,形容生命持續。,離開
活,形容生命持續。,過往
活,形容生命持續。,死
活,形容生命持續。,死亡
活,形容生命持續。,亡
活,形容生命持續。,離去
活,形容生命持續。,離開
活,形容生命持續。,亡
活,形容生命持續。,死亡
活,形容生命持續。,逝
活,形容生命持續。,走
活,形容生命持續。,回去
活,形容生命持續。,死掉
活,形容生命持續。,死
活,形容生命持續。,掛
活,形容生命持續。,過去
活,形容生命持續。,去
活,形容生命持續。,弱
活,形容生命持續。,歿
活,形容生命持續。,斃
活,形容生命持續。,離去
活,形容生命持續。,離開
活,形容生命持續。,過往
活,在時間上持續。,死
活,在時間上持續。,死亡
活,在時間上持續。,亡
活,在時間上持續。,死亡
活,在時間上持續。,亡
活,在時間上持續。,死亡
活,在時間上持續。,亡
活,在時間上持續。,死
活,使後述對象生命持續。,死
活,使後述對象生命持續。,亡
活,使後述對象生命持續。,亡
活,使後述對象生命持續。,死
活,形容比喻具有生命力的。,死
活,形容比喻具有生命力的。,死
活,形容火山斷層正在進行地質活動或有立即產生地質活動的潛力的。,死
活,形容火山斷層正在進行地質活動或有立即產生地質活動的潛力的。,死
活,形容可以流動的。,死
活,形容可以流動的。,死
活,使事件、狀態與氣氛等靈活不死板。,呆
活,形容在使用中的。,死
活,形容在使用中的。,死
活,形容比喻有變化的或可改變的。,死
活,形容比喻有變化的或可改變的。,死
活動,形容火山斷層正在進行地質活動或有立即產生地質活動的潛力的。,死
活動,形容火山斷層正在進行地質活動或有立即產生地質活動的潛力的。,死
活生生,形容有生命的。,死
活生生,形容有生命的。,死
浮,因比重小於所在液體而停留在該液體表面。,沈
浮,因比重小於所在液體而停留在該液體表面。,沉
浮,因比重小於所在液體而停留在該液體表面。,墊
浮,因比重小於所在液體而停留在該液體表面。,沈
浮,因比重小於所在液體而停留在該液體表面。,沉
浮,因比重小於所在液體而停留在該液體表面。,墊
消,使身體特定部位肉變少。,胖
消,使身體特定部位肉變少。,肥
消,使身體特定部位肉變少。,胖
消,使身體特定部位肉變少。,肥
消極,形容不主動努力。,積極
消極,形容無助於事件往正面發展的。,積極
消極,形容無助於事件往正面發展的。,積極
淡,形容氣味不濃郁的。,厚
淡,形容氣味不濃郁的。,濃
淡,形容氣味不濃郁的。,濃
淡,形容氣味不濃郁的。,厚
淡,形容所含主要成份少。,濃
淡,形容所含主要成份少。,濃
淡,形容顏色不深。,濃
淡,形容顏色不深。,濃
淡,形容比喻對特定事件較不熱心。,濃
淡,形容比喻對特定事件較不熱心。,濃
淡,形容比喻事件程度逐漸變低。,濃
淡,形容比喻事件程度逐漸變低。,濃
淡,形容量少且稀疏的。,濃
淡,形容量少且稀疏的。,濃
淡,形容比喻交易不熱絡的。,旺
淡,形容比喻交易不熱絡的。,熱
淡,形容比喻交易不熱絡的。,盛
淡,形容比喻交易不熱絡的。,興奮
淡,形容比喻交易不熱絡的。,旺
淡,形容比喻交易不熱絡的。,旺
淡,形容比喻交易不熱絡的。,熱
淡,形容比喻交易不熱絡的。,盛
淡,形容比喻交易不熱絡的。,興奮
淡,形容水質中含較少鹽份的。,鹹
淡,形容水質中含較少鹽份的。,鹹
淡,形容水質中含較少鹽份的。,鹹
淨,形容沒有污垢雜質的。,髒
淨,形容沒有污垢雜質的。,骯髒
淨,形容沒有污垢雜質的。,垢
淨,形容沒有污垢雜質的。,汙
淨,形容沒有污垢雜質的。,污
淨,形容沒有污垢雜質的。,骯髒
